set_number,sentID_in_set,theme,numerosity,tense,sentence,word_count,structure,sentID_in_dataset,Correction,Comment
25,19,housing,singular,present,The professional plumber who checked the pump that was sold online fixes clogged pipes.,14,nested_subject_c,595,,
25,20,housing,singular,present,The professional plumber who checked the pump that was sold online carefully fixes clogged pipes.,15,nested_subject_d,596,,
25,21,housing,singular,present,The plumber who the technician who the city council called met fixes clogged pipes.,14,nested_object_a,597,,
25,22,housing,singular,present,The plumber who the technician who the city council called met carefully fixes clogged pipes.,15,nested_object_b,598,,
25,23,housing,singular,present,The professional plumber who the technician who the city council called met fixes clogged pipes.,15,nested_object_c,599,,
25,24,housing,singular,present,The professional plumber who the technician who the city council called met carefully fixes clogged pipes.,16,nested_object_d,600,,
26,1,housing,singular,present,The painter decorates the new house.,5,baseline_a,601,,
26,2,housing,singular,present,The painter gradually decorates the new house.,6,baseline_b,602,,
26,3,housing,singular,present,The skilled painter decorates the new house.,6,baseline_c,603,,
26,4,housing,singular,present,The skilled painter gradually decorates the new house.,7,baseline_d,604,,
26,5,housing,singular,present,The painter in the big studio decorates the new house.,9,control_a,605,,
26,6,housing,singular,present,The painter in the big studio gradually decorates the new house.,10,control_b,606,,
26,7,housing,singular,present,The skilled painter in the big studio decorates the new house.,10,control_c,607,,
26,8,housing,singular,present,The skilled painter in the big studio gradually decorates the new house.,11,control_d,608,,
26,9,housing,singular,present,The painter who studied art decorates the new house.,8,standard_subject_a,609,,
26,10,housing,singular,present,The painter who studied art gradually decorates the new house.,9,standard_subject_b,610,,
26,11,housing,singular,present,The skilled painter who studied art decorates the new house.,9,standard_subject_c,611,,
26,12,housing,singular,present,The skilled painter who studied art gradually decorates the new house.,10,standard_subject_d,612,,
26,13,housing,singular,present,The painter who the architect hired decorates the new house.,9,standard_object_a,613,,
26,14,housing,singular,present,The painter who the architect hired gradually decorates the new house.,10,standard_object_b,614,,
26,15,housing,singular,present,The skilled painter who the architect hired decorates the new house.,10,standard_object_c,615,,
26,16,housing,singular,present,The skilled painter who the architect hired gradually decorates the new house.,11,standard_object_d,616,,
26,17,housing,singular,present,The painter who learnt the technique that was popular abroad decorates the new house.,13,nested_subject_a,617,,
26,18,housing,singular,present,The painter who learnt the technique that was popular abroad gradually decorates the new house.,13,nested_subject_b,618,,
26,19,housing,singular,present,The skilled painter who learnt the technique that was popular abroad decorates the new house.,13,nested_subject_c,619,,
26,20,housing,singular,present,The skilled painter who learnt the technique that was popular abroad gradually decorates the new house.,14,nested_subject_d,620,,
26,21,housing,singular,present,The painter who the manager who the owner called promoted decorates the new house.,13,nested_object_a,621,,
26,22,housing,singular,present,The painter who the manager who the owner called promoted gradually decorates the new house.,14,nested_object_b,622,,
26,23,housing,singular,present,The skilled painter who the manager who the owner called promoted decorates the new house.,14,nested_object_c,623,,
26,24,housing,singular,present,The skilled painter who the manager who the owner called promoted gradually decorates the new house.,15,nested_object_d,624,,
27,1,housing,plural,present,The handymen paint the old door.,6,baseline_a,625,,
27,2,housing,plural,present,The handymen quickly paint the old door.,7,baseline_b,626,,
27,3,housing,plural,present,The skilled handymen paint the old door.,7,baseline_c,627,,
27,4,housing,plural,present,The skilled handymen quickly paint the old door.,8,baseline_d,628,,
27,5,housing,plural,present,The handymen in the house paint the old door.,9,control_a,629,x,
27,6,housing,plural,present,The handymen in the house quickly paint the old door.,10,control_b,630,x,
27,7,housing,plural,present,The skilled handymen in the house paint the old door.,10,control_c,631,x,
27,8,housing,plural,present,The skilled handymen in the house quickly paint the old door.,11,control_d,632,x,
27,9,housing,plural,present,The handymen who learned fast paint the old door.,9,standard_subject_a,633,,
27,10,housing,plural,present,The handymen who learned fast quickly paint the old door.,10,standard_subject_b,634,,
27,11,housing,plural,present,The skilled handymen who learned fast paint the old door.,10,standard_subject_c,635,,
27,12,housing,plural,present,The skilled handymen who learned fast quickly paint the old door.,11,standard_subject_d,636,,
27,13,housing,plural,present,The handymen who the clients paid paint the old door.,10,standard_object_a,637,,
27,14,housing,plural,present,The handymen who the clients paid quickly paint the old door.,11,standard_object_b,638,,
27,15,housing,plural,present,The skilled handymen who the clients paid paint the old door.,11,standard_object_c,639,,
27,16,housing,plural,present,The skilled handymen who the clients paid quickly paint the old door.,12,standard_object_d,640,,
27,17,housing,plural,present,The handymen who read the manuals that were written in French paint the old door.,15,nested_subject_a,641,,
27,18,housing,plural,present,The handymen who read the manuals that were written in French quickly paint the old door.,16,nested_subject_b,642,,
27,19,housing,plural,present,The skilled handymen who read the manuals that were written in French paint the old door.,16,nested_subject_c,643,,
27,20,housing,plural,present,The skilled handymen who read the manuals that were written in French quickly paint the old door.,17,nested_subject_d,644,,
27,21,housing,plural,present,The handymen who the homeowners who the brokers recommended trusted paint the old door.,14,nested_object_a,645,,
27,22,housing,plural,present,The handymen who the homeowners who the brokers recommended trusted quickly paint the old door.,15,nested_object_b,646,,
27,23,housing,plural,present,The skilled handymen who the homeowners who the brokers recommended trusted paint the old door.,15,nested_object_c,647,,
27,24,housing,plural,present,The skilled handymen who the homeowners who the brokers recommended trusted quickly paint the old door.,16,nested_object_d,648,,
28,1,housing,plural,present,The neighbors fix the chairs.,5,baseline_a,649,,
28,2,housing,plural,present,The neighbors carefully fix the chairs.,6,baseline_b,650,,
28,3,housing,plural,present,The experienced neighbors fix the chairs.,6,baseline_c,651,,
28,4,housing,plural,present,The experienced neighbors carefully fix the chairs.,7,baseline_d,652,,
28,5,housing,plural,present,The neighbors in the house fix the chairs.,8,control_a,653,,
28,6,housing,plural,present,The neighbors in the house carefully fix the chairs.,9,control_b,654,,
28,7,housing,plural,present,The experienced neighbors in the house fix the chairs.,9,control_c,655,,
28,8,housing,plural,present,The experienced neighbors in the house carefully fix the chairs.,10,control_d,656,,
28,9,housing,plural,present,The neighbors who studied hard fix the chairs.,8,standard_subject_a,657,,
28,10,housing,plural,present,The neighbors who studied hard carefully fix the chairs.,9,standard_subject_b,658,,
28,11,housing,plural,present,The experienced neighbors who studied hard fix the chairs.,9,standard_subject_c,659,,
28,12,housing,plural,present,The experienced neighbors who studied hard carefully fix the chairs.,10,standard_subject_d,660,,
28,13,housing,plural,present,The neighbors who the owners hired fix the chairs.,9,standard_object_a,661,,
28,14,housing,plural,present,The neighbors who the owners hired carefully fix the chairs.,10,standard_object_b,662,,
28,15,housing,plural,present,The experienced neighbors who the owners hired fix the chairs.,10,standard_object_c,663,,
28,16,housing,plural,present,The experienced neighbors who the owners hired carefully fix the chairs.,11,standard_object_d,664,,
28,17,housing,plural,present,The neighbors who read the manuals that were in the boxes fix the chairs.,14,nested_subject_a,665,,
28,18,housing,plural,present,The neighbors who read the manuals that were in the boxes carefully fix the chairs.,15,nested_subject_b,666,,
28,19,housing,plural,present,The experienced neighbors who read the manuals that were in the boxes fix the chairs.,15,nested_subject_c,667,,
28,20,housing,plural,present,The experienced neighbors who read the manuals that were in the boxes carefully fix the chairs.,16,nested_subject_d,668,,
28,21,housing,plural,present,The neighbors who the contractors who the clients recommended helped fix the chairs.,13,nested_object_a,669,,
28,22,housing,plural,present,The neighbors who the contractors who the clients recommended helped carefully fix the chairs.,14,nested_object_b,670,,
28,23,housing,plural,present,The experienced neighbors who the contractors who the clients recommended helped fix the chairs.,14,nested_object_c,671,,
28,24,housing,plural,present,The experienced neighbors who the contractors who the clients recommended helped carefully fix the chairs.,15,nested_object_d,672,,
29,1,humanity,singular,present,The historian collects the documents.,4,baseline_a,673,,
29,2,humanity,singular,present,The historian carefully collects the documents.,5,baseline_b,674,,
29,3,humanity,singular,present,The experienced historian collects the documents.,5,baseline_c,675,,
29,4,humanity,singular,present,The experienced historian carefully collects the documents.,6,baseline_d,676,,
29,5,humanity,singular,present,The historian in the library collects the documents.,7,control_a,677,,
29,6,humanity,singular,present,The historian in the library carefully collects the documents.,8,control_b,678,,
29,7,humanity,singular,present,The experienced historian in the library collects the documents.,8,control_c,679,,
29,8,humanity,singular,present,The experienced historian in the library carefully collects the documents.,9,control_d,680,,
29,9,humanity,singular,present,The historian who worked late collects the documents.,7,standard_subject_a,681,,
29,10,humanity,singular,present,The historian who worked late carefully collects the documents.,8,standard_subject_b,682,,
29,11,humanity,singular,present,The experienced historian who worked late collects the documents.,8,standard_subject_c,683,,
29,12,humanity,singular,present,The experienced historian who worked late carefully collects the documents.,9,standard_subject_d,684,,
29,13,humanity,singular,present,The historian who the student admired collects the documents.,8,standard_object_a,685,,
29,14,humanity,singular,present,The historian who the student admired carefully collects the documents.,9,standard_object_b,686,,
29,15,humanity,singular,present,The experienced historian who the student admired collects the documents.,9,standard_object_c,687,,
29,16,humanity,singular,present,The experienced historian who the student admired carefully collects the documents.,10,standard_object_d,688,,
29,17,humanity,singular,present,The historian who analyzed the book that contained the data collects the documents.,12,nested_subject_a,689,,
29,18,humanity,singular,present,The historian who analyzed the book that contained the data carefully collects the documents.,13,nested_subject_b,690,,
29,19,humanity,singular,present,The experienced historian who analyzed the book that contained the data collects the documents.,13,nested_subject_c,691,,
29,20,humanity,singular,present,The experienced historian who analyzed the book that contained the data carefully collects the documents.,14,nested_subject_d,692,,
29,21,humanity,singular,present,The historian who the scholar who the foundation sponsored respected collects the documents.,12,nested_object_a,693,,
29,22,humanity,singular,present,The historian who the scholar who the foundation sponsored respected carefully collects the documents.,13,nested_object_b,694,,
29,23,humanity,singular,present,The experienced historian who the scholar who the foundation sponsored respected collects the documents.,13,nested_object_c,695,,
29,24,humanity,singular,present,The experienced historian who the scholar who the foundation sponsored respected carefully collects the documents.,14,nested_object_d,696,,
30,1,humanity,singular,present,The artist paints the sculpture.,5,baseline_a,697,,
30,2,humanity,singular,present,The artist carefully paints the sculpture.,6,baseline_b,698,,
30,3,humanity,singular,present,The talented artist paints the sculpture.,6,baseline_c,699,,
30,4,humanity,singular,present,The talented artist carefully paints the sculpture.,7,baseline_d,700,,
30,5,humanity,singular,present,The artist in the studio paints the sculpture.,8,control_a,701,,
30,6,humanity,singular,present,The artist in the studio carefully paints the sculpture.,9,control_b,702,,
30,7,humanity,singular,present,The talented artist in the studio paints the sculpture.,9,control_c,703,,
30,8,humanity,singular,present,The talented artist in the studio carefully paints the sculpture.,10,control_d,704,,
30,9,humanity,singular,present,The artist who attended the workshop paints the sculpture.,9,standard_subject_a,705,,
30,10,humanity,singular,present,The artist who attended the workshop carefully paints the sculpture.,10,standard_subject_b,706,,
30,11,humanity,singular,present,The talented artist who attended the workshop paints the sculpture.,10,standard_subject_c,707,,
30,12,humanity,singular,present,The talented artist who attended the workshop carefully paints the sculpture.,11,standard_subject_d,708,,
30,13,humanity,singular,present,The artist who the curator interviewed paints the sculpture.,9,standard_object_a,709,,
30,14,humanity,singular,present,The artist who the curator interviewed carefully paints the sculpture.,10,standard_object_b,710,,
30,15,humanity,singular,present,The talented artist who the curator interviewed paints the sculpture.,10,standard_object_c,711,,
30,16,humanity,singular,present,The talented artist who the curator interviewed carefully paints the sculpture.,11,standard_object_d,712,,
30,17,humanity,singular,present,The artist who saw the design that was exhibited paints the sculpture.,12,nested_subject_a,713,,
30,18,humanity,singular,present,The artist who saw the design that was exhibited carefully paints the sculpture.,13,nested_subject_b,714,,
30,19,humanity,singular,present,The talented artist who saw the design that was exhibited paints the sculpture.,13,nested_subject_c,715,,
30,20,humanity,singular,present,The talented artist who saw the design that was exhibited carefully paints the sculpture.,14,nested_subject_d,716,,
30,21,humanity,singular,present,The artist who the collector who the gallery recommended admired paints the sculpture.,13,nested_object_a,717,,
30,22,humanity,singular,present,The artist who the collector who the gallery recommended admired carefully paints the sculpture.,14,nested_object_b,718,,
30,23,humanity,singular,present,The talented artist who the collector who the gallery recommended admired paints the sculpture.,14,nested_object_c,719,,
30,24,humanity,singular,present,The talented artist who the collector who the gallery recommended admired carefully paints the sculpture.,15,nested_object_d,720,,
31,1,humanity,plural,present,The historians write a new book.,6,baseline_a,721,,
31,2,humanity,plural,present,The historians quickly write a new book.,7,baseline_b,722,,
31,3,humanity,plural,present,The experienced historians write a new book.,7,baseline_c,723,,
31,4,humanity,plural,present,The experienced historians quickly write a new book.,8,baseline_d,724,,
31,5,humanity,plural,present,The historians in the library write a new book.,9,control_a,725,,
31,6,humanity,plural,present,The historians in the library quickly write a new book.,10,control_b,726,,
31,7,humanity,plural,present,The experienced historians in the library write a new book.,10,control_c,727,,
31,8,humanity,plural,present,The experienced historians in the library quickly write a new book.,11,control_d,728,,
31,9,humanity,plural,present,The historians who studied ancient civilizations write a new book.,10,standard_subject_a,729,,
31,10,humanity,plural,present,The historians who studied ancient civilizations quickly write a new book.,11,standard_subject_b,730,,
31,11,humanity,plural,present,The experienced historians who studied ancient civilizations write a new book.,11,standard_subject_c,731,,
31,12,humanity,plural,present,The experienced historians who studied ancient civilizations quickly write a new book.,12,standard_subject_d,732,,
31,13,humanity,plural,present,The historians who the researchers interviewed write a new book.,10,standard_object_a,733,,
31,14,humanity,plural,present,The historians who the researchers interviewed quickly write a new book.,11,standard_object_b,734,,
31,15,humanity,plural,present,The experienced historians who the researchers interviewed write a new book.,11,standard_object_c,735,,
31,16,humanity,plural,present,The experienced historians who the researchers interviewed quickly write a new book.,12,standard_object_d,736,,
31,17,humanity,plural,present,The historians who read the scrolls that the monks found write a new book.,14,nested_subject_a,737,x,
31,18,humanity,plural,present,The historians who read the scrolls that the monks found quickly write a new book.,15,nested_subject_b,738,x,
31,19,humanity,plural,present,The experienced historians who read the scrolls that the monks found write a new book.,15,nested_subject_c,739,x,
31,20,humanity,plural,present,The experienced historians who read the scrolls that the monks found quickly write a new book.,16,nested_subject_d,740,x,
31,21,humanity,plural,present,The historians who the professors who the universities appointed consulted write a new book.,14,nested_object_a,741,,
31,22,humanity,plural,present,The historians who the professors who the universities appointed consulted quickly write a new book.,15,nested_object_b,742,,
31,23,humanity,plural,present,The experienced historians who the professors who the universities appointed consulted write a new book.,15,nested_object_c,743,,
31,24,humanity,plural,present,The experienced historians who the professors who the universities appointed consulted quickly write a new book.,16,nested_object_d,744,,
32,1,humanity,plural,present,The historians write the articles.,5,baseline_a,745,,
32,2,humanity,plural,present,The historians carefully write the articles.,6,baseline_b,746,,
32,3,humanity,plural,present,The experienced historians write the articles.,6,baseline_c,747,,
32,4,humanity,plural,present,The experienced historians carefully write the articles.,7,baseline_d,748,,
32,5,humanity,plural,present,The historians in the library write the articles.,8,control_a,749,,
32,6,humanity,plural,present,The historians in the library carefully write the articles.,9,control_b,750,,
32,7,humanity,plural,present,The experienced historians in the library write the articles.,9,control_c,751,,
32,8,humanity,plural,present,The experienced historians in the library carefully write the articles.,10,control_d,752,,
32,9,humanity,plural,present,The historians who studied the archives write the articles.,8,standard_subject_a,753,,
32,10,humanity,plural,present,The historians who studied the archives carefully write the articles.,9,standard_subject_b,754,,
32,11,humanity,plural,present,The experienced historians who studied the archives write the articles.,9,standard_subject_c,755,,
32,12,humanity,plural,present,The experienced historians who studied the archives carefully write the articles.,10,standard_subject_d,756,,
32,13,humanity,plural,present,The historians who the editors assigned write the articles.,9,standard_object_a,757,,
32,14,humanity,plural,present,The historians who the editors assigned carefully write the articles.,10,standard_object_b,758,,
32,15,humanity,plural,present,The experienced historians who the editors assigned write the articles.,10,standard_object_c,759,,
32,16,humanity,plural,present,The experienced historians who the editors assigned carefully write the articles.,11,standard_object_d,760,,
32,17,humanity,plural,present,The historians who read the manuscripts that were in storage write the articles.,13,nested_subject_a,761,,
32,18,humanity,plural,present,The historians who read the manuscripts that were in storage carefully write the articles.,14,nested_subject_b,762,,
32,19,humanity,plural,present,The experienced historians who read the manuscripts that were in storage write the articles.,14,nested_subject_c,763,,
32,20,humanity,plural,present,The experienced historians who read the manuscripts that were in storage carefully write the articles.,15,nested_subject_d,764,,
32,21,humanity,plural,present,The historians who the colleagues who the universities hired recommended write the articles.,13,nested_object_a,765,,
32,22,humanity,plural,present,The historians who the colleagues who the universities hired recommended carefully write the articles.,14,nested_object_b,766,,
32,23,humanity,plural,present,The experienced historians who the colleagues who the universities hired recommended write the articles.,14,nested_object_c,767,,
32,24,humanity,plural,present,The experienced historians who the colleagues who the universities hired recommended carefully write the articles.,15,nested_object_d,768,,
33,1,nature,singular,present,The animal eats the tasty plants.,6,baseline_a,769,,
33,2,nature,singular,present,The animal quickly eats the tasty plants.,7,baseline_b,770,,
33,3,nature,singular,present,The big animal eats the tasty plants.,7,baseline_c,771,,
33,4,nature,singular,present,The big animal quickly eats the tasty plants.,8,baseline_d,772,,
33,5,nature,singular,present,The animal in the forest eats the tasty plants.,9,control_a,773,,
33,6,nature,singular,present,The animal in the forest quickly eats the tasty plants.,10,control_b,774,,
33,7,nature,singular,present,The big animal in the forest eats the tasty plants.,10,control_c,775,,
33,8,nature,singular,present,The big animal in the forest quickly eats the tasty plants.,11,control_d,776,,
33,9,nature,singular,present,The animal that has strong legs eats the tasty plants.,10,standard_subject_a,777,,
33,10,nature,singular,present,The animal that has strong legs quickly eats the tasty plants.,11,standard_subject_b,778,,
33,11,nature,singular,present,The big animal that has strong legs eats the tasty plants.,11,standard_subject_c,779,,
33,12,nature,singular,present,The big animal that has strong legs quickly eats the tasty plants.,12,standard_subject_d,780,,
33,13,nature,singular,present,The animal that the tourist photographed eats the tasty plants.,10,standard_object_a,781,,
33,14,nature,singular,present,The animal that the tourist photographed quickly eats the tasty plants.,11,standard_object_b,782,,
33,15,nature,singular,present,The big animal that the tourist photographed eats the tasty plants.,11,standard_object_c,783,,
33,16,nature,singular,present,The big animal that the tourist photographed quickly eats the tasty plants.,12,standard_object_d,784,,
33,17,nature,singular,present,The animal that eats the leaf that was high on the tree eats the tasty plants.,15,nested_subject_a,785,,
33,18,nature,singular,present,The animal that eats the leaf that was high on the tree quickly eats the tasty plants.,16,nested_subject_b,786,,
33,19,nature,singular,present,The big animal that eats the leaf that was high on the tree eats the tasty plants.,16,nested_subject_c,787,,
33,20,nature,singular,present,The big animal that eats the leaf that was high on the tree quickly eats the tasty plants.,17,nested_subject_d,788,,
33,21,nature,singular,present,The animal that the researcher who the university funded studied eats the tasty plants.,14,nested_object_a,789,,
33,22,nature,singular,present,The animal that the researcher who the university funded studied quickly eats the tasty plants.,15,nested_object_b,790,,
33,23,nature,singular,present,The big animal that the researcher who the university funded studied eats the tasty plants.,15,nested_object_c,791,,
33,24,nature,singular,present,The big animal that the researcher who the university funded studied quickly eats the tasty plants.,16,nested_object_d,792,,
34,1,nature,plural,present,The foxes enter the den.,6,baseline_a,793,,
34,2,nature,plural,present,The foxes quietly enter the den.,7,baseline_b,794,,
34,3,nature,plural,present,The brown foxes enter the den.,6,baseline_c,795,,
34,4,nature,plural,present,The brown foxes quietly enter the den.,8,baseline_d,796,,
34,5,nature,plural,present,The foxes in the forest enter the den.,9,control_a,797,,
34,6,nature,plural,present,The foxes in the forest quietly enter the den.,10,control_b,798,,
34,7,nature,plural,present,The brown foxes in the forest enter the den.,9,control_c,799,,
34,8,nature,plural,present,The brown foxes in the forest quietly enter the den.,11,control_d,800,,
34,9,nature,plural,present,The foxes who jumped the fence enter the den.,9,standard_subject_a,801,,
34,10,nature,plural,present,The foxes who jumped the fence quietly enter the den.,10,standard_subject_b,802,,
34,11,nature,plural,present,The brown foxes who jumped the fence enter the den.,9,standard_subject_c,803,,
34,12,nature,plural,present,The brown foxes who jumped the fence quietly enter the den.,11,standard_subject_d,804,,
34,13,nature,plural,present,The foxes who the hikers followed enter the den.,10,standard_object_a,805,,
34,14,nature,plural,present,The foxes who the hikers followed quietly enter the den.,11,standard_object_b,806,,
34,15,nature,plural,present,The brown foxes who the hikers followed enter the den.,10,standard_object_c,807,,
34,16,nature,plural,present,The brown foxes who the hikers followed quietly enter the den.,12,standard_object_d,808,,
34,17,nature,plural,present,The foxes who chased the rabbits that jumped high enter the den.,13,nested_subject_a,809,,
34,18,nature,plural,present,The foxes who chased the rabbits that jumped high quietly enter the den.,14,nested_subject_b,810,,
34,19,nature,plural,present,The brown foxes who chased the rabbits that jumped high enter the den.,13,nested_subject_c,811,,
34,20,nature,plural,present,The brown foxes who chased the rabbits that jumped high quietly enter the den.,15,nested_subject_d,812,,
34,21,nature,plural,present,The foxes who the dogs who the walkers caught chased enter the den.,14,nested_object_a,813,,
34,22,nature,plural,present,The foxes who the dogs who the walkers caught chased quietly enter the den.,15,nested_object_b,814,,
34,23,nature,plural,present,The brown foxes who the dogs who the walkers caught chased enter the den.,14,nested_object_c,815,,
34,24,nature,plural,present,The brown foxes who the dogs who the walkers caught chased quietly enter the den.,16,nested_object_d,816,,
35,1,nature,plural,present,The farmers grow big plants.,6,baseline_a,817,,
35,2,nature,plural,present,The farmers diligently grow big plants.,7,baseline_b,818,,
35,3,nature,plural,present,The skilled farmers grow big plants.,7,baseline_c,819,,
35,4,nature,plural,present,The skilled farmers diligently grow big plants.,8,baseline_d,820,,
35,5,nature,plural,present,The farmers in the field grow big plants.,9,control_a,821,,
35,6,nature,plural,present,The farmers in the field diligently grow big plants.,10,control_b,822,,
35,7,nature,plural,present,The skilled farmers in the field grow big plants.,10,control_c,823,,
35,8,nature,plural,present,The skilled farmers in the field diligently grow big plants.,11,control_d,824,,
35,9,nature,plural,present,The farmers who knew crops grow big plants.,9,standard_subject_a,825,,
35,10,nature,plural,present,The farmers who knew crops diligently grow big plants.,10,standard_subject_b,826,,
35,11,nature,plural,present,The skilled farmers who knew crops grow big plants.,10,standard_subject_c,827,,
35,12,nature,plural,present,The skilled farmers who knew crops diligently grow big plants.,11,standard_subject_d,828,,
35,13,nature,plural,present,The farmers who the advisors helped grow big plants.,10,standard_object_a,829,,
35,14,nature,plural,present,The farmers who the advisors helped diligently grow big plants.,11,standard_object_b,830,,
35,15,nature,plural,present,The skilled farmers who the advisors helped grow big plants.,11,standard_object_c,831,,
35,16,nature,plural,present,The skilled farmers who the advisors helped diligently grow big plants.,12,standard_object_d,832,,
35,17,nature,plural,present,The farmers who read the books that had useful tips grow big plants.,14,nested_subject_a,833,,
35,18,nature,plural,present,The farmers who read the books that had useful tips diligently grow big plants.,15,nested_subject_b,834,,
35,19,nature,plural,present,The skilled farmers who read the books that had useful tips grow big plants.,15,nested_subject_c,835,,
35,20,nature,plural,present,The skilled farmers who read the books that had useful tips diligently grow big plants.,16,nested_subject_d,836,,
35,21,nature,plural,present,The farmers who the neighbors who the unions supported liked grow big plants.,14,nested_object_a,837,,
35,22,nature,plural,present,The farmers who the neighbors who the unions supported liked diligently grow big plants.,15,nested_object_b,838,,
35,23,nature,plural,present,The skilled farmers who the neighbors who the unions supported liked grow big plants.,15,nested_object_c,839,,
35,24,nature,plural,present,The skilled farmers who the neighbors who the unions supported liked diligently grow big plants.,16,nested_object_d,840,,
36,1,relationship,singular,present,The brother eats a big sandwich.,5,baseline_a,841,,
36,2,relationship,singular,present,The brother hungrily eats a big sandwich.,6,baseline_b,842,,
36,3,relationship,singular,present,The happy brother eats a big sandwich.,6,baseline_c,843,,
36,4,relationship,singular,present,The happy brother hungrily eats a big sandwich.,7,baseline_d,844,,
36,5,relationship,singular,present,The brother in the garden eats a big sandwich.,8,control_a,845,,
36,6,relationship,singular,present,The brother in the garden hungrily eats a big sandwich.,9,control_b,846,,
36,7,relationship,singular,present,The happy brother in the garden eats a big sandwich.,9,control_c,847,,
36,8,relationship,singular,present,The happy brother in the garden hungrily eats a big sandwich.,10,control_d,848,,
36,9,relationship,singular,present,The brother who studied music eats a big sandwich.,8,standard_subject_a,849,,
36,10,relationship,singular,present,The brother who studied music hungrily eats a big sandwich.,9,standard_subject_b,850,,
36,11,relationship,singular,present,The happy brother who studied music eats a big sandwich.,9,standard_subject_c,851,,
36,12,relationship,singular,present,The happy brother who studied music hungrily eats a big sandwich.,10,standard_subject_d,852,,
36,13,relationship,singular,present,The brother who the parent praised eats a big sandwich.,9,standard_object_a,853,,
36,14,relationship,singular,present,The brother who the parent praised hungrily eats a big sandwich.,10,standard_object_b,854,,
36,15,relationship,singular,present,The happy brother who the parent praised eats a big sandwich.,10,standard_object_c,855,,
36,16,relationship,singular,present,The happy brother who the parent praised hungrily eats a big sandwich.,11,standard_object_d,856,,
36,17,relationship,singular,present,The brother who saw the game that was exciting eats a big sandwich.,12,nested_subject_a,857,,
36,18,relationship,singular,present,The brother who saw the game that was exciting hungrily eats a big sandwich.,13,nested_subject_b,858,,
36,19,relationship,singular,present,The happy brother who saw the game that was exciting eats a big sandwich.,13,nested_subject_c,859,,
36,20,relationship,singular,present,The happy brother who saw the game that was exciting hungrily eats a big sandwich.,14,nested_subject_d,860,,
36,21,relationship,singular,present,The brother who the friend who the teacher appreciated admired eats a big sandwich.,13,nested_object_a,861,,
36,22,relationship,singular,present,The brother who the friend who the teacher appreciated admired hungrily eats a big sandwich.,14,nested_object_b,862,,
36,23,relationship,singular,present,The happy brother who the friend who the teacher appreciated admired eats a big sandwich.,14,nested_object_c,863,,
36,24,relationship,singular,present,The happy brother who the friend who the teacher appreciated admired hungrily eats a big sandwich.,15,nested_object_d,864,,
37,1,relationship,singular,present,The sibling supports his friends.,4,baseline_a,865,x,
37,2,relationship,singular,present,The sibling always supports his friends.,5,baseline_b,866,x,
37,3,relationship,singular,present,The happy sibling supports his friends.,6,baseline_c,867,x,
37,4,relationship,singular,present,The happy sibling always supports his friends.,7,baseline_d,868,x,
37,5,relationship,singular,present,The sibling in the house supports his friends.,8,control_a,869,x,
37,6,relationship,singular,present,The sibling in the house always supports his friends.,9,control_b,870,x,
37,7,relationship,singular,present,The happy sibling in the house supports his friends.,9,control_c,871,x,
37,8,relationship,singular,present,The happy sibling in the house always supports his friends.,10,control_d,872,x,
37,9,relationship,singular,present,The sibling who shared his toy supports his friends.,8,standard_subject_a,873,,
37,10,relationship,singular,present,The sibling who shared his toy always supports his friends.,9,standard_subject_b,874,,
37,11,relationship,singular,present,The happy sibling who shared his toy supports his friends.,9,standard_subject_c,875,,
37,12,relationship,singular,present,The happy sibling who shared his toy always supports his friends.,10,standard_subject_d,876,,
37,13,relationship,singular,present,The sibling who the parent taught supports his friends.,9,standard_object_a,877,x,
37,14,relationship,singular,present,The sibling who the parent taught always supports his friends.,10,standard_object_b,878,x,
37,15,relationship,singular,present,The happy sibling who the parent taught supports his friends.,10,standard_object_c,879,x,
37,16,relationship,singular,present,The happy sibling who the parent taught always supports his friends.,11,standard_object_d,880,x,
37,17,relationship,singular,present,The sibling who saw the picture that was in the book supports his friends.,14,nested_subject_a,881,x,
37,18,relationship,singular,present,The sibling who saw the picture that was in the book always supports his friends.,15,nested_subject_b,882,x,
37,19,relationship,singular,present,The happy sibling who saw the picture that was in the book supports his friends.,15,nested_subject_c,883,x,
37,20,relationship,singular,present,The happy sibling who saw the picture that was in the book always supports his friends.,16,nested_subject_d,884,x,
37,21,relationship,singular,present,The sibling who the teacher who the school hired encouraged supports his friends.,13,nested_object_a,885,x,
37,22,relationship,singular,present,The sibling who the teacher who the school hired encouraged always supports his friends.,14,nested_object_b,886,x,
37,23,relationship,singular,present,The happy sibling who the teacher who the school hired encouraged supports his friends.,14,nested_object_c,887,x,
37,24,relationship,singular,present,The happy sibling who the teacher who the school hired encouraged always supports his friends.,15,nested_object_d,888,x,
38,1,relationship,plural,present,The parent read their books.,5,baseline_a,889,,
38,2,relationship,plural,present,The parent attentively read their books.,6,baseline_b,890,,
38,3,relationship,plural,present,The loving parent read their books.,6,baseline_c,891,,
38,4,relationship,plural,present,The loving parent attentively read their books.,7,baseline_d,892,,
38,5,relationship,plural,present,The parent in the house read their books.,8,control_a,893,,
38,6,relationship,plural,present,The parent in the house attentively read their books.,9,control_b,894,,
38,7,relationship,plural,present,The loving parent in the house read their books.,9,control_c,895,,
38,8,relationship,plural,present,The loving parent in the house attentively read their books.,10,control_d,896,,
38,9,relationship,plural,present,The parent who sang well read their books.,8,standard_subject_a,897,,
